10,0,3,1
4,10,5,0
1,27,4,1
15,5,3,1
5,11,1,0
30,28,2,0
18,26,5,0
22,27,2,0
38,22,0,1
28,26,1,0
14,27,2,1
37,25,4,1
24,9,4,1
3,15,4,1
15,2,0,1
37,27,1,1
7,3,1,0
4,27,0,0
32,25,1,1
31,15,0,0
6,22,4,0
29,25,5,1
14,28,4,1
1,26,5,1
28,2,5,1
36,27,0,0
14,7,5,0
7,1,5,1
32,1,0,0
11,26,2,0
5,9,2,0
1,4,3,0
12,7,4,1
1,2,2,1
14,26,1,1
14,14,0,1
19,7,1,1
5,7,2,1
27,18,0,1
38,2,3,0
8,10,0,0
8,4,2,1
13,8,4,0
10,12,2,1
29,14,2,0
28,26,5,0
3,23,1,0
33,17,2,1
36,8,5,1
20,22,3,0
37,8,3,0
28,28,1,1
13,12,5,0
30,17,1,1
2,9,2,0
30,17,1,0
4,11,3,1
40,14,3,1
18,3,4,1
6,9,3,1
18,19,0,1
10,2,0,0
17,14,4,1
26,2,0,0
26,5,0,1
2,12,1,0
21,29,2,1
25,7,5,1
27,20,1,1
0,24,0,0
22,29,4,1
23,4,3,0
6,23,1,0
14,20,5,1
27,22,0,0
34,15,1,1
6,24,4,0
32,1,0,1
6,9,1,1
33,12,4,1
33,24,3,0
40,1,1,0
0,23,1,1
28,6,1,1
17,6,2,1
30,2,1,1
25,1,3,0
37,2,2,1
29,17,2,0
1,14,0,0
19,17,2,1
20,10,1,0
22,12,3,1
6,18,2,1
35,10,1,0
2,6,4,0
26,3,0,1
35,10,2,0
10,21,1,0
5,1,2,1
21,16,0,0
27,17,3,1
36,3,4,0
23,29,5,1
33,19,0,0
31,20,3,0
35,24,2,0
40,13,5,1
26,0,2,0
10,20,2,1
10,3,0,0
3,26,5,1
20,21,3,0
9,22,4,1
20,12,5,0
24,26,5,0
39,18,3,1
17,19,3,0
40,9,4,0
39,16,0,1
15,17,0,0
16,11,2,1
0,19,2,0
39,15,5,0
7,21,4,0
33,12,5,1
6,3,5,1
23,27,2,0
3,11,1,1
23,5,0,1
5,28,4,1
25,23,3,1
16,12,0,1
25,28,0,1
20,5,1,1
37,18,4,0
12,22,1,0
31,17,0,1
18,20,0,0
29,6,4,0
15,26,1,1
35,22,1,0
18,17,5,0
34,23,3,0
13,1,1,0
31,18,5,0
11,12,1,0
3,16,1,1
27,19,3,0
13,11,3,0
40,10,1,1
7,1,3,1
34,3,0,0
7,0,1,1
18,28,4,0
6,13,3,1
10,28,1,0
36,4,4,0
21,20,1,1
7,14,1,1
13,20,0,0
29,5,0,0
30,25,4,0
2,17,0,1
33,24,0,1
10,24,3,0
30,5,0,1
29,19,3,0
37,20,1,1
23,14,4,1
23,13,1,0
29,5,1,0
29,15,4,1
26,19,0,0
27,19,1,1
2,9,0,1
30,0,4,1
22,17,1,1
36,10,4,0
33,10,4,0
20,20,1,1
28,16,2,1
5,4,5,1
26,21,3,1
24,13,5,1
7,9,2,1
29,11,1,0
18,1,1,0
23,2,5,1
23,15,1,1
13,17,0,0
2,15,2,0
14,1,2,0
21,1,4,1
22,24,4,1
9,14,1,0
34,21,0,0
35,8,5,1
19,20,5,1
3,5,1,0
3,27,4,1
26,11,2,0
33,3,3,0
9,20,0,0
39,28,5,1
13,22,2,0
8,13,1,1
9,10,1,0
24,24,3,1
4,26,2,1
0,22,0,1
34,15,4,0
19,5,4,1
8,20,1,1
30,15,5,0
37,19,5,1
33,9,2,1
18,3,1,1
23,22,3,1
23,15,4,1
36,12,0,0
23,18,1,1
35,24,4,1
3,2,3,0
15,27,1,1
30,29,5,1
30,27,4,1
14,16,5,1
7,21,1,1
39,28,2,1
39,15,5,1
39,5,4,1
14,24,2,1
22,17,3,0
7,14,3,1
39,11,1,1
21,1,0,1
18,13,2,0
11,15,0,1
34,20,0,0
5,0,2,0
20,1,5,1
19,3,5,1
11,14,4,1
40,29,1,0
33,10,2,1
8,16,3,0
26,6,1,0
32,2,4,1
5,29,3,0
7,24,1,0
16,20,4,0
25,11,0,0
10,26,5,1
23,25,4,0
28,26,2,1
23,16,3,1
12,16,5,0
28,21,5,0
10,29,3,0
8,25,3,1
5,12,3,1
32,8,5,1
6,4,2,1
2,18,5,1
9,9,2,0
0,25,1,1
0,7,1,1
23,19,2,0
0,5,1,0
6,28,3,0
31,28,3,1
28,3,5,0
38,7,3,0
16,17,1,0
17,29,4,0
38,23,2,0
2,3,4,0
31,22,0,1
20,17,2,1
25,20,5,0
10,21,3,1
4,14,2,0
13,15,2,0
5,12,3,0
33,27,4,1
27,11,4,0
24,24,4,1
35,20,5,0
34,13,3,0
21,18,5,1
11,25,2,0
5,1,3,0
7,26,5,0
22,28,3,1
18,16,1,0
38,10,3,1
22,23,0,0
31,20,1,1
35,0,2,0
8,10,2,0
29,23,0,0
33,28,3,0
17,21,0,0
40,3,2,1
10,7,3,1
30,28,3,1
10,0,3,0
3,14,2,1
40,15,5,0
22,17,5,1
37,25,3,0
12,20,1,1
10,5,2,1
23,14,2,0
30,7,4,0
12,16,0,1
5,6,0,1
35,22,4,1
21,27,2,0
36,20,1,1
2,24,1,0
1,7,4,1
31,2,0,0
20,8,4,1
5,17,4,0
3,4,2,1
12,25,2,0
37,3,0,1
12,7,3,0
22,23,0,0
0,11,1,1
14,2,3,0
29,7,1,0
18,12,0,1
14,21,2,0
26,6,0,0
36,26,0,1
39,21,2,1
31,15,4,0
9,9,5,0
37,15,5,0
26,0,2,1
9,4,4,1
39,13,3,0
39,19,0,0
12,14,0,1
3,25,4,1
3,8,3,1
37,13,5,1
1,5,4,0
37,20,3,1
26,19,5,0
25,6,4,0
26,24,3,1
38,2,5,0
27,4,5,0
22,27,5,0
21,12,0,1
15,16,2,0
35,20,5,1
4,12,1,0
36,14,2,1
10,9,2,0
7,12,4,1
5,18,5,0
36,20,4,0
17,27,1,1
22,0,5,0
30,17,5,0
19,23,2,0
23,16,3,0
2,18,5,0
34,28,4,1
3,10,0,1
35,20,3,0
24,29,2,1
12,5,2,1
12,19,2,1
10,22,1,0
4,28,2,0
35,18,5,1
21,16,3,0
6,2,5,1
37,29,2,0
17,16,0,1
11,6,4,1
28,26,5,1
9,4,5,1
32,19,3,0
27,25,3,0
22,15,4,0
0,12,3,0
29,27,2,0
30,9,3,1
5,28,4,1
4,26,4,0
13,26,3,0
6,1,2,1
11,27,0,0
38,3,1,1
30,13,1,0
12,15,0,0
8,8,5,0
32,7,5,1
40,18,1,0
21,12,5,1
25,1,0,1
22,11,1,0
26,27,0,0
22,10,5,1
15,14,3,0
36,25,3,0
16,6,3,1
4,14,3,0
36,6,1,0
35,12,5,1
17,22,2,1
10,24,3,1
0,4,1,1
0,0,4,1
38,6,0,1
4,21,4,0
19,16,2,0
16,28,2,1
24,19,3,1
10,6,1,0
5,19,3,0
22,14,3,1
22,8,3,0
14,13,2,0
29,4,0,0
38,27,0,0
12,0,2,1
39,1,1,1
33,4,4,0
4,17,3,1
6,13,5,0
39,25,5,1
9,14,1,1
13,29,2,0
23,25,1,0
1,9,0,1
2,9,3,0
24,2,3,0
37,29,3,0
40,7,0,0
38,20,0,0
34,11,0,1
32,0,3,1
37,5,2,1
0,7,0,0
40,14,1,0
6,5,4,1
13,20,5,1
18,16,0,1
35,28,5,0
24,29,2,0
28,10,3,1
1,2,3,0
6,28,1,1
40,18,2,1
20,1,5,1
13,17,0,0
8,13,5,0
12,6,1,1
11,23,5,1
12,9,4,0
32,17,4,1
28,20,3,1
40,17,1,1
0,3,4,0
4,12,4,0
12,3,2,1
5,16,4,1
10,5,4,1
4,6,2,0
0,24,3,1
7,6,4,0
9,1,0,1
16,0,2,1
37,11,4,1
11,21,3,1
9,2,3,1
36,28,1,0
26,14,4,0
23,27,5,0
22,4,2,1
35,16,4,0
15,13,0,1
32,2,5,1
0,27,0,1
11,20,5,1
12,16,1,1
22,13,1,1
15,23,2,0
6,1,0,1
13,0,1,0
29,0,2,0
17,26,5,1
12,5,3,0
1,24,5,0
27,29,4,1
31,6,1,0
37,4,1,1
18,16,0,1
24,19,5,1
32,15,1,0
36,0,3,0
9,20,0,1
26,13,5,0
11,17,0,0
8,20,4,1
23,7,0,0
33,1,0,0
1,17,1,0
1,21,2,0
4,23,4,1
19,8,3,1
19,17,3,0
25,17,1,0
4,21,1,0
8,22,5,0
4,19,1,1
7,21,3,1
30,18,0,1
31,1,3,1
9,17,2,1
23,28,4,0
6,12,4,0
23,5,1,0
11,27,1,0
33,7,2,0
16,19,1,1
34,5,4,1
5,3,1,0
15,16,3,1
7,1,2,0
25,23,3,1
25,28,1,0
9,24,0,0
27,26,4,1
40,11,0,1
20,12,1,0
28,17,1,1
29,19,1,0
17,2,2,0
15,5,4,1
34,2,5,1
12,8,5,0
2,25,1,1
8,28,5,1
26,1,0,1
0,15,0,0
39,27,0,0
25,22,2,1
32,14,0,0
14,11,4,0
26,7,4,0
35,4,0,0
27,19,2,1
25,19,0,0
31,7,0,0
10,6,2,1
2,2,2,1
18,22,0,1
18,0,0,0
16,28,5,0
18,12,2,0
35,3,1,1
31,28,1,0
21,7,4,1
30,1,5,0
6,8,1,0
4,6,2,1
3,24,1,0
10,19,2,1
23,0,3,0
20,22,3,1
27,4,1,0
7,11,2,1
21,3,2,0
32,11,3,1
24,17,4,0
15,6,1,0
7,25,2,1
7,5,2,0
16,2,1,0
9,12,1,0
37,9,4,0
24,17,2,1
36,11,4,1
40,20,2,0
40,24,5,1
11,26,4,1
34,9,0,1
32,24,2,0
21,14,1,0
39,21,4,0
0,10,4,0
18,5,4,1
3,29,1,1
6,18,0,0
2,14,4,1
4,6,2,0
26,25,1,0
30,9,1,0
3,27,4,0
38,17,0,1
34,13,1,1
40,7,1,0
25,6,0,1
0,17,4,1
4,24,2,1
8,18,0,0
18,27,0,0
36,22,0,0
34,1,5,0
10,3,2,0
18,24,1,0
37,2,5,0
6,20,4,0
3,9,1,0
30,26,1,1
13,25,3,0
0,13,4,1
0,19,0,0
29,10,5,1
35,6,0,1
12,20,4,1
2,28,5,1
0,28,4,0
25,6,3,0
33,10,4,0
27,28,2,0
14,11,3,0
15,16,2,1
15,1,5,0
25,23,5,1
33,1,4,1
33,19,0,0
5,21,1,0
13,18,1,1
15,21,3,1
36,25,2,0
9,20,3,1
18,21,5,0
28,4,0,1
32,27,1,0
3,21,3,0
34,17,5,1
17,14,0,0
19,4,4,1
8,8,0,0
18,2,5,1
36,3,2,0
6,2,0,1
15,29,3,0
20,9,4,1
19,14,5,0
17,17,0,0
8,24,2,1
11,20,4,1
23,14,0,1
34,29,4,1
34,15,1,1
30,6,5,0
26,23,3,1
15,25,5,0
2,1,2,1
15,14,2,0
36,17,4,1
11,16,3,1
29,24,2,0
35,13,1,1
16,14,4,1
17,9,1,0
11,4,1,1
0,15,1,1
13,13,1,1
13,23,5,1
32,20,4,0
33,25,3,0
7,7,5,0
34,24,0,0
19,4,5,1
40,5,4,0
29,26,0,1
15,26,4,1
22,18,4,0
25,9,0,0
14,12,2,1
26,13,0,0
28,28,5,1
18,7,1,1
36,11,3,0
18,2,1,0
19,1,1,0
21,24,5,0
35,26,2,0
40,14,0,0
1,19,5,1
16,27,2,1
3,5,3,0
9,1,4,0
29,10,2,0
22,4,3,0
17,21,1,1
37,1,3,0
1,20,0,1
22,14,2,1
25,5,4,1
38,20,5,0
35,24,1,1
30,11,4,0
33,25,1,1
23,7,0,1
22,17,5,1
32,10,2,0
9,14,5,0
37,19,4,1
14,28,3,1
4,6,2,1
25,4,2,1
31,2,3,0
17,10,3,0
24,21,2,1
1,0,0,1
19,0,5,1
0,1,3,1
34,6,0,0
10,10,5,1
18,1,0,1
19,3,0,0
38,15,2,0
14,25,0,1
17,14,4,1
23,17,0,0
13,11,3,0
4,28,0,1
21,16,0,0
30,21,1,0
10,1,3,0
9,19,5,1
35,25,1,1
16,24,5,1
29,24,3,0
38,20,0,1
2,15,4,1
20,26,4,1
17,26,4,1
31,14,3,1
0,24,1,0
25,5,0,0
31,23,3,1
10,7,5,1
32,22,4,1
5,22,3,1
7,1,0,0
39,14,1,1
28,11,0,1
26,12,0,0
23,7,2,1
36,1,1,0
38,13,1,1
2,0,1,1
25,19,2,0
25,6,1,1
4,25,4,1
12,15,1,0
25,7,1,0
29,13,2,0
32,3,4,1
2,4,4,1
13,9,5,0
0,3,3,1
36,28,4,1
37,26,0,0
20,19,5,0
6,15,3,0
20,19,2,1
12,12,3,1
0,22,2,1
16,18,3,0
23,10,1,1
19,29,0,1
24,29,0,0
22,15,3,1
11,4,5,0
29,7,4,0
35,6,1,1
20,6,0,0
33,6,4,0
23,6,5,1
12,10,1,1
18,9,3,0
5,2,0,0
10,22,0,1
38,4,1,1
9,29,3,1
39,15,2,1
27,2,5,0
35,13,3,1
2,26,1,1
27,28,0,1
15,9,2,0
32,14,1,0
6,24,4,1
37,19,2,1
16,13,5,0
13,3,1,1
19,25,2,0
18,4,3,1
34,13,0,0
30,26,1,0
21,4,2,1
29,7,4,0
38,8,1,1
38,7,5,0
10,8,1,0
27,24,0,0
15,5,0,1
1,24,4,1
28,6,1,0
38,17,5,1
28,2,2,1
28,1,4,0
19,11,5,1
4,19,2,1
6,26,3,1
32,0,1,1
29,18,2,1
40,5,2,0
1,18,0,1
19,17,3,0
39,12,3,1
32,7,0,0
14,8,2,1
14,24,2,0
12,24,5,0
6,28,1,1
37,13,1,0
8,13,2,1
26,18,5,1
11,2,5,1
18,22,4,0
19,0,0,0
31,23,1,1
24,27,4,1
35,26,0,1
18,14,3,0
5,1,2,0
17,5,2,0
13,25,5,0
27,22,0,0
31,1,3,0
40,17,2,1
3,8,3,0
4,29,0,0
15,28,5,1
1,20,5,1
2,14,5,0
7,9,5,0
25,23,4,0
8,7,3,0
9,29,0,1
35,19,5,0
9,1,2,1
23,1,5,0
35,22,2,1
34,23,2,0
15,20,3,0
40,4,1,0
0,4,0,0
31,22,4,1
3,26,5,0
13,13,1,1
6,21,3,1
8,13,4,1
16,8,3,1
4,16,3,0
22,1,0,1
5,5,0,0
3,21,2,0
16,1,5,1
17,25,2,0
0,16,3,0
32,12,3,0
31,2,0,0
29,17,4,0
8,26,5,1
33,10,3,0
23,1,5,1
30,23,0,1
23,24,4,1
21,17,1,1
0,20,2,0
1,25,5,0
4,2,5,1
22,29,5,1
22,11,3,0
11,16,0,1
22,18,4,1
23,11,4,0
20,16,4,0
14,23,3,1
15,2,3,1
4,28,2,0
26,6,3,1
27,6,3,0
6,21,3,1
22,12,3,0
13,12,2,1
11,14,3,0
29,20,5,1
29,21,1,0
6,7,1,0
35,11,1,1
9,24,5,1
11,13,0,1
36,9,2,1
21,20,0,0
16,17,1,1
19,5,2,0
28,15,3,0
22,23,4,0
12,20,5,0
6,21,3,0
0,16,0,1
30,9,3,1
7,27,3,0
1,9,5,0
32,13,2,1
40,22,5,1
29,7,2,0
6,1,3,0
9,10,4,1
5,22,1,0
35,16,4,0
23,4,0,1
25,15,5,0
1,9,1,1
21,19,2,1
0,23,1,0
27,4,2,1
27,24,1,0
13,11,5,0
1,8,4,0
36,18,3,0
2,2,0,1
20,5,3,0
31,29,4,0
28,14,0,1
38,22,4,1
35,17,0,1
18,5,2,0
4,0,4,0
27,7,2,1
29,12,4,0
28,16,5,0
31,25,4,0
21,4,2,1
0,19,1,0
35,24,0,0
15,5,3,0
4,17,2,1
37,19,2,0
29,2,1,1
23,23,1,0
22,26,5,0
2,11,3,0
20,13,1,1
3,26,5,1
8,19,2,0
13,19,1,1
15,15,0,0
25,20,2,1
33,8,5,1
6,6,1,1
2,18,4,1
5,22,0,1
12,4,4,0
16,22,1,1
11,29,5,1
39,12,0,1
10,26,5,1
37,7,5,1
35,10,1,0
37,6,0,1
21,5,2,1
2,5,5,1
34,10,0,1
30,18,1,1
9,19,5,1
35,13,5,1
37,13,1,0
22,4,2,0
26,14,5,0
2,17,0,0
2,5,0,1
11,16,3,1
3,19,0,1
32,3,3,1
5,29,4,0
9,5,0,1
9,4,5,0
37,26,5,1
33,19,1,0
20,6,5,0
23,4,3,1
31,19,1,1
7,4,2,1
11,26,0,0
1,17,4,1
35,18,4,1
39,12,5,0
26,14,2,1
39,27,1,1
40,22,1,0
4,28,3,0
37,21,0,0
9,22,3,1
31,18,2,1
1,15,4,0
7,11,3,0
24,18,2,0
9,7,3,0
16,24,3,0
25,15,2,1
14,4,0,0
11,1,1,0
23,20,4,1
36,20,2,1
38,23,4,1
25,26,1,0
11,4,5,1
30,6,4,0
5,5,2,1
26,13,4,0
0,23,1,1
29,23,1,0
22,18,4,0
25,23,3,1
13,7,4,0
31,7,0,0
31,28,5,0
15,17,4,0
4,17,4,1
9,20,4,1
33,22,1,1
4,25,5,0
27,19,1,0
16,7,5,0
19,19,2,0
32,29,4,1
33,27,2,0
33,11,0,1
24,0,2,0
37,27,4,1
3,8,4,0
18,4,0,1
16,15,4,0
23,17,1,0
39,29,5,0
15,29,5,0
9,2,3,0
2,24,0,1
2,25,5,0
34,8,0,1
21,3,3,1
0,3,1,1
26,15,0,1
18,18,0,0
8,15,3,1
5,12,1,0
1,3,4,0
19,25,5,1
30,25,5,1
13,28,3,1
2,25,0,0
29,22,3,0
31,13,3,1
17,19,4,0
18,25,3,1
12,19,3,0
29,3,5,1
6,14,3,0
20,19,3,0
9,3,5,0
0,8,5,1
34,4,2,1
22,6,2,1
5,18,4,0
29,16,4,0
29,0,3,1
17,21,2,1
38,21,2,1
11,13,5,0
22,17,5,1
1,13,4,0
4,18,3,1
9,11,4,1
28,29,4,0
24,9,3,1
13,9,3,0
29,9,2,0
32,0,5,1
29,17,0,1
20,5,4,1
2,15,5,0
33,23,1,1
30,24,4,0
11,21,2,0
14,25,5,1
5,25,2,1
8,6,4,0
24,12,5,0
3,4,1,0
37,24,1,0
35,5,2,1
22,2,5,1
21,2,3,1
3,27,3,0
12,3,4,1
23,26,3,1
12,9,4,0
22,0,5,1
39,16,2,0
39,28,1,0
25,25,5,1
30,23,4,0
38,3,5,0
30,6,5,0
32,0,2,1
24,18,3,0
28,14,2,0
34,12,2,0
9,3,4,1
28,11,0,0
9,0,4,0
39,18,0,1
32,6,5,1
10,5,5,0
20,14,1,0
17,17,2,1
25,2,4,1
8,20,5,1
25,24,1,0
34,28,2,0
26,7,4,0
4,16,3,1
38,9,0,0
22,14,5,1
16,15,2,0
8,2,0,0
26,10,2,0
30,24,3,0
19,6,0,0
39,8,4,1
28,28,4,1
39,8,5,1
13,12,4,0
12,12,0,0
25,10,5,0
20,20,1,1
30,10,1,1
10,0,2,1
0,6,2,0
19,2,4,1
12,27,3,1
36,24,4,0
34,14,3,0
4,24,4,0
0,23,4,1
35,18,5,0
25,28,2,0
36,19,4,1
40,2,4,1
9,20,1,1
33,23,0,0
40,29,1,1
22,18,5,0
14,5,0,1
1,25,1,0
30,25,1,1
22,13,1,0
11,7,2,1
32,27,5,1
11,13,1,1
8,29,1,0
15,25,4,0
6,4,0,1
4,14,2,1
9,25,2,0
27,28,5,0
34,24,2,0
16,0,2,0
19,25,2,0
13,3,4,0
0,2,3,1
6,27,5,0
38,18,4,0
21,22,5,1
31,2,3,1
4,23,5,0
14,27,0,1
9,5,0,1
5,26,2,0
38,27,1,0
30,25,3,0
0,22,1,1
35,16,0,1
23,2,0,1
30,18,0,1
16,27,5,1
11,23,5,0
15,27,1,0
14,24,0,0
26,3,3,1
31,11,1,0
32,11,0,0
14,2,0,1
25,7,4,1
23,20,4,0
17,18,4,1
34,23,3,0
3,14,3,0
31,23,1,1
21,5,4,0
7,4,3,0
15,2,2,1
34,3,5,1
18,1,4,0
36,21,4,0
26,16,5,1
13,22,5,0
36,19,2,1
27,28,2,0
37,14,0,1
33,4,4,0
13,2,5,0
17,29,0,1
40,15,3,1
28,6,0,0
21,20,1,1
13,17,0,1
6,24,3,1
27,18,0,0
17,17,0,0
11,22,2,0
17,28,0,0
1,5,5,0
0,27,0,1
32,17,3,1
39,20,1,1
29,18,5,0
36,23,2,1
5,1,0,1
29,10,5,1
30,12,1,0
17,1,1,1
37,19,0,0
35,16,0,1
11,19,4,0
10,17,3,1
14,28,3,0
26,3,2,0
20,29,1,1
3,11,0,0
34,18,2,0
37,24,4,1
9,18,2,0
32,23,0,1
11,3,1,0
21,16,2,1
22,8,2,0
25,2,2,1
20,16,4,1
11,24,4,1
28,22,4,1
35,12,2,0
39,10,0,0
24,20,0,1
22,5,1,1
26,25,2,1
25,3,2,0
31,0,0,1
11,14,1,0
6,12,1,0
12,27,3,1
21,12,0,0
40,11,3,0
37,3,5,0
5,24,4,1
22,1,1,0
21,0,1,1
30,27,3,1
32,13,3,1
7,2,4,1
9,21,3,1
6,16,3,0
10,18,4,1
32,0,1,1
20,19,1,1
9,6,1,0
33,8,2,0
25,11,3,1
11,19,3,1
5,10,2,0
25,16,0,0
9,3,1,1
15,23,3,0
5,17,1,0
16,9,1,1
26,6,2,0
29,12,0,1
20,29,4,0
6,12,4,1
31,4,1,0
23,26,4,0
5,20,3,0
7,23,0,0
13,9,5,0
12,6,3,0
36,19,0,0
1,0,2,0
34,4,3,1
40,21,0,0
9,16,0,1
12,23,2,1
14,15,0,0
16,14,3,0
21,24,3,1
0,5,3,1
6,15,2,0
15,8,2,0
8,7,5,0
37,19,1,1
26,26,0,1
23,11,1,0
6,9,2,1
4,17,3,0
39,16,4,0
37,16,2,0
15,28,1,1
25,5,5,1
6,17,4,0
23,22,0,1
24,21,3,0
17,2,4,0
11,11,5,1
17,20,2,1
28,27,0,1
12,16,2,0
31,11,2,1
37,25,2,1
10,21,4,0
27,21,0,0
2,19,4,1
11,18,5,1
10,10,0,1
1,3,0,0
13,3,2,0
7,3,4,0
11,27,3,1
35,7,0,1
11,1,4,1
13,28,0,1
22,16,4,0
9,7,0,0
8,15,4,0
16,27,0,0
27,5,4,1
19,10,3,1
32,24,5,1
3,13,5,1
34,2,4,0
28,22,1,1
26,20,1,0
3,0,3,0
6,1,3,1
1,29,5,1
10,0,5,1
37,27,1,0
22,3,2,1
1,27,2,0
33,18,1,0
35,8,4,1
11,28,5,0
6,25,2,0
38,23,5,1
16,10,3,0
21,3,4,0
28,13,0,0
14,9,5,1
18,24,4,1
14,4,5,1
32,23,0,1
40,11,0,0
26,23,2,1
22,5,5,1
17,11,2,1
29,0,2,0
10,29,1,0
26,20,0,0
22,19,2,0
33,27,2,0
17,24,1,1
19,1,4,1
29,17,4,0
7,1,3,1
30,18,3,1
17,24,0,1
13,16,4,1
8,20,0,0
28,24,1,0
13,18,2,1
0,5,5,1
21,6,5,0
36,28,0,0
8,2,0,1
0,3,4,0
17,7,0,0
21,2,2,1
36,14,4,1
1,14,1,0
32,6,4,1
22,25,1,0
34,10,5,0
8,18,2,0
33,29,5,0
26,21,1,0
29,9,3,1
3,13,4,0
8,16,2,0
20,8,4,0
36,22,5,0
10,20,5,0
29,15,1,1
12,7,1,0
35,4,0,0
15,28,1,0
22,25,3,0
30,26,2,1
8,1,4,1
32,23,5,1
3,18,0,1
7,0,2,0
22,13,1,1
18,24,2,0
16,18,3,1
34,15,2,1
3,2,4,1
37,27,5,1
12,28,5,0
13,1,0,1
31,25,2,0
30,23,5,1
28,6,2,1
38,1,2,1
22,8,3,0
0,15,2,1
28,22,0,1
13,9,0,1
5,7,1,1
19,1,2,0
25,7,4,1
6,29,0,1
13,7,5,0
2,9,5,0
20,27,2,0
34,29,0,1
16,21,0,1
19,12,5,1
28,14,4,0
36,9,3,0
14,14,0,0
20,15,4,0
28,17,3,0
12,25,3,1
40,21,2,0
21,25,1,1
30,22,3,1
39,8,4,0
36,14,5,0
34,14,5,0
37,11,5,1
33,17,1,1
8,20,1,0
29,22,1,1
27,17,3,0
7,21,0,1
11,0,3,0
18,18,4,0
16,29,5,0
6,9,5,0
